1758514471 26 0 0 0
1758515392 188 0 0 0
1758518083 259 0 0 0
1758518299 305 0 0 0
1758552681 468 0 0 0
1758558841 707 0 0 0
1758672332 754 0 0 0
1758795043 1100 0 0 0
1758795100 1100 0 0 0
1758795315 1101 0 0 0
1758798341 1245 0 0 0
1758798658 1246 0 0 0
1758799032 1246 0 0 0
1758800634 1247 0 0 0
1758800668 1248 0 0 0
1758802143 1280 0 0 0
1758802286 1312 0 0 0
1758802350 1312 0 0 0
1758802648 1356 0 0 0
1758802739 1356 0 0 0
1758802772 1389 0 0 0
1758802823 1390 0 0 0
1758802961 1398 0 0 0
1758804417 1412 0 0 0
1758804561 1423 0 0 0
1758804649 1436 0 0 0
1758804897 1468 0 0 0
1758805136 1477 0 0 0
1758805246 1488 0 0 0
1758805314 1493 0 0 0
1758805460 1504 0 0 0
1758805535 1511 0 0 0
1758805805 1522 0 0 0
1758858703 1848 0 0 0
1758902229 1848 1011 0 0
1758960931 1848 1180 0 0
1759072864 2415 1180 0 0
1759077157 2415 1328 0 0
1759114513 2631 1328 0 0
1759227076 2819 1328 0 0
1759232216 2863 1328 0 0
1759232241 2864 1328 0 0
1759233757 2971 1328 0 0
1759234724 3014 1328 0 0
1759237715 3017 1328 0 0
1759238070 3074 1328 0 0
1759238341 3090 1328 0 0
1759238472 3102 1328 0 0
1759238675 3153 1328 0 0
1759241126 3304 1328 0 0
1759241321 3304 1328 0 0
1759241908 3304 1328 0 0
1759287290 3351 1328 0 0
1759334202 3351 1594 0 0
1759336456 3467 1594 0 0
1759369777 3467 1594 0 0
1759369905 3474 1594 0 0
1759370170 3474 1594 0 0
1759370271 3474 1594 0 0
1759371391 3773 1594 0 0
1759371422 3773 1594 0 0
1759371686 3781 1594 0 0
1759373057 3781 1594 0 0
1759373153 3788 1594 0 0
1759389912 4035 1594 0 0
1759390189 4035 1594 0 0
1759390349 4038 1594 0 0
1759587588 4038 1594 857 0
1759594469 4038 1594 857 245
1759720643 4038 1594 904 245
1759730208 4478 1594 904 245
1759798260 4691 1594 904 245
1759799673 4783 1594 904 245
1759803897 4901 1594 904 245
1759828816 4960 1594 904 245
1759837506 5103 1594 904 245
1759847176 5117 1594 904 245
1759853819 5202 1594 904 245
1759854014 5211 1594 904 245
1759898344 5371 1594 904 245
1759932386 5764 1594 904 245
1760194882 5764 5556 904 245
1760197183 5789 5556 904 245
1760235667 6731 5556 904 245
1760266718 7242 5556 904 245
1760267179 7242 5556 904 245
1760274393 7345 5556 904 245
1760275875 7364 5556 904 245
1760278826 7364 5556 904 245
1760278944 7448 5556 904 245
1760348330 7756 5556 904 245
1760348734 7756 5879 904 245
1760354635 7756 5879 904 245
1760354728 8035 5879 904 245
1760457828 8904 5879 904 245
1760496698 8906 5879 904 245
1760496764 8907 5879 904 245
1760497457 8911 5879 904 245
1760497514 8928 5879 904 245
1760497556 8939 5879 904 245
1760497599 9043 5879 904 245
1760582553 9044 5879 904 245
1760582607 9048 5879 904 245
1760586978 9066 5879 904 245
1760587012 9068 5879 904 245
1760587041 9084 5879 904 245
1760587110 9085 5879 904 245
1760609095 9097 5879 904 245
1760609129 9265 5879 904 245
1760609198 9266 5879 904 245
1760609220 9274 5879 904 245
1760609241 9384 5879 904 245
1760609280 9395 5879 904 245
1760609367 9449 5879 904 245
1760611247 9451 5879 904 245
1760611353 9559 5879 904 245
1760611385 9561 5879 904 245
1760611396 9562 5879 904 245
1760611424 9596 5879 904 245
1760611458 9662 5879 904 245
1760611505 9667 5879 904 245
1760611524 9672 5879 904 245
1760614082 9676 5879 904 245
1760614114 9678 5879 904 245
1760614213 9679 5879 904 245
1760619782 9679 5879 904 245
1760619970 9679 5879 904 245
1760622304 9679 5879 904 245
1760624376 9679 5879 904 245
1760624410 9679 5879 904 245
1760625760 9679 5879 904 245
1760627858 9679 5879 969 245
1760676540 9679 5879 979 245
1760678831 9679 5879 1010 245
1760753202 9691 5879 1010 245
1760753262 9760 5879 1010 245
1760753282 9761 5879 1010 245
1760753301 9763 5879 1010 245
1760755176 9780 5879 1010 245
1760755264 9780 5879 1031 245
1760756046 9807 5879 1031 245
1760762466 9885 5879 1031 245
1760778333 10104 5879 1031 245
1760780193 10119 5879 1031 245
1760782392 10215 5879 1031 245
1760805916 10226 5879 1031 245
1760951801 10345 5879 1031 245
1760962324 10459 5879 1031 245
1760963006 10468 5879 1031 245
1761027934 10468 5879 1031 245
1761027943 10468 5879 1031 245
1761027995 10468 5879 1031 245
1761031724 10475 5879 1031 245
1761032503 10525 5879 1031 245
1761032613 10526 5879 1031 245
1761032903 10527 5879 1031 245
1761056249 10630 5879 1031 245
1761056668 10723 5879 1031 245
1761058171 10792 5879 1031 245
1761106540 10792 5879 1181 245
1761112441 10856 5879 1181 245
1761121821 10889 5879 1181 245
1761126400 11236 5879 1181 245
1761126485 11237 5879 1181 245
1761127489 11255 5879 1181 245
1761128314 11255 5879 1424 245
1761141390 11287 5879 1424 245
1761143969 11300 5879 1424 245
1761144395 11300 5879 1424 245
1761145414 11300 5879 1452 245
1761147622 11300 5879 1498 245
1761179931 11363 5879 1498 245
1761184238 11510 5879 1498 245
1761190201 11596 5879 1498 245
1761190641 11598 5879 1498 245
1761201253 11601 5879 1498 245
1761202658 11611 5879 1498 245
1761204291 11652 5879 1498 245
1761204760 11662 5879 1498 245
1761205553 11704 5879 1498 245
1761206278 11732 5879 1498 245
1761206573 11733 5879 1498 245
1761325649 11733 5879 1498 245
1761325831 11771 5879 1498 245
1761327839 11800 5879 1498 245
1761328357 11815 5879 1498 245
1761328632 11818 5879 1498 245
1761329169 11836 5879 1498 245
1761445921 11849 5879 1498 245
1761556754 11861 5879 1498 245
1761660589 11887 5879 1498 245
1762013204 11887 5879 1498 1570
1762019090 11887 5879 1498 2381
1762152282 11887 6377 1498 2381
1762160126 11887 6429 1498 2381
